;data_venda;faturado;valor_entrada;qtd_parcelas;primeiro_vencimento;valor_financiado;valor_parcela;mda;qtd_consultas_ate15dias;qtd_consultas_ate60dias;qtd_registros;qtd_contratos_quitados_cliente;qtd_contratos_abertos_cliente;media_atraso_cliente;sexo;data_nascimento;tel_fixo;estado_civil;dependentes;veiculo;veiculo_financiado;moradia;anos_residencia;ocupacao;telefone_comercial;data_admissao;salario;mda_cliente
353;20140718;226.7;;3;20140818;226.7;75.57;-8;0.0;0.0;1.0;11;2.0;11.0;2;19920203.0;True;1;0.0;1.0;True;1.0;2.0;8.0;True;20081201.0;1000.0;41
354;20111213;350.0;;3;20120113;350.0;116.67;3;0.0;0.0;0.0;0;;;2;19931210.0;True;2;0.0;0.0;True;1.0;17.0;67.0;False;;950.0;394
355;20120312;393.5;;3;20120412;393.5;131.17;50;0.0;0.0;0.0;1;;1.0;2;19931210.0;True;2;0.0;0.0;True;1.0;17.0;67.0;False;;950.0;394
356;20120723;386.5;;3;20120823;386.5;128.83;21;0.0;0.0;0.0;2;;13.0;2;19931210.0;True;2;0.0;0.0;True;1.0;17.0;67.0;False;;950.0;394
357;20130111;294.64;;3;20130211;294.64;98.21;21;0.0;0.0;0.0;3;;14.0;2;19931210.0;True;2;0.0;0.0;True;1.0;17.0;67.0;False;;950.0;394
358;20130412;402.2;;4;20130512;432.8;108.2;394;0.0;0.0;0.0;4;;14.0;2;19931210.0;True;2;0.0;0.0;True;1.0;17.0;67.0;False;;950.0;394
359;20130709;248.7;;3;20130809;248.7;82.9;366;;;;4;1.0;18.0;2;19931210.0;True;2;0.0;0.0;True;1.0;17.0;67.0;False;;950.0;394
360;20140502;69.9;;4;20140602;69.9;17.48;39;0.0;0.0;0.0;3;;158.0;2;19830703.0;False;0;;;;;;190.0;True;20130805.0;910.0;362
361;20140516;59.9;;3;20140616;59.9;19.97;31;0.0;0.0;0.0;3;1.0;158.0;2;19830703.0;False;0;;;;;;190.0;True;20130805.0;910.0;362
362;20111213;244.4;;4;20120113;244.4;61.1;7;0.0;0.0;0.0;0;;;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
363;20120303;116.9;;2;20120403;116.9;58.45;2;0.0;2.0;0.0;0;1.0;4.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
364;20120307;77.9;;1;20120407;77.9;77.9;-23;0.0;2.0;0.0;0;2.0;4.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
365;20120315;139.9;;3;20120415;139.9;46.63;5;0.0;1.0;0.0;2;2.0;0.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
366;20120315;139.89;;2;20120415;139.89;69.95;3;0.0;1.0;0.0;2;2.0;0.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
367;20120502;200.0;;4;20120602;200.0;50.0;4;0.0;0.0;0.0;2;3.0;0.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
368;20120529;66.9;;1;20120629;66.9;66.9;7;0.0;2.0;0.0;4;2.0;0.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
369;20120731;391.6;;4;20120831;391.6;97.9;3;;;;6;1.0;0.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
370;20121001;213.7;;3;20121101;213.7;71.23;2;;;;7;1.0;0.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
371;20121205;222.8;;3;20130105;222.8;74.27;30;;;;8;1.0;0.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
372;20121212;139.9;;2;20130112;139.9;69.95;0;;;;9;1.0;0.0;2;19930703.0;True;1;0.0;0.0;True;1.0;11.0;12.0;True;20110513.0;800.0;30
373;20111213;29.9;;3;20120113;29.9;9.97;-23;0.0;0.0;0.0;0;;;2;19881001.0;True;2;0.0;0.0;True;2.0;2.0;66.0;False;;800.0;32
374;20111222;236.0;;3;20120208;240.0;80.0;32;0.0;0.0;0.0;1;;0.0;2;19881001.0;True;2;0.0;0.0;True;2.0;2.0;66.0;False;;800.0;32
375;20111223;14.0;;3;20120208;14.22;4.74;32;0.0;0.0;0.0;1;1.0;0.0;2;19881001.0;True;2;0.0;0.0;True;2.0;2.0;66.0;False;;800.0;32
376;20120111;12.9;;3;20120308;13.26;4.42;25;0.0;0.0;0.0;1;2.0;0.0;2;19881001.0;True;2;0.0;0.0;True;2.0;2.0;66.0;False;;800.0;32
377;20120717;159.9;;3;20120905;162.93;54.31;-5;;;;4;;0.0;2;19881001.0;True;2;0.0;0.0;True;2.0;2.0;66.0;False;;800.0;32
378;20111214;111.7;;4;20120114;120.64;30.16;31;0.0;0.0;0.0;0;;;2;19920626.0;True;2;0.0;1.0;False;1.0;8.0;66.0;False;;2220.0;87
379;20111223;42.8;;2;20120123;42.8;21.4;36;0.0;1.0;0.0;0;1.0;0.0;2;19920626.0;True;2;0.0;1.0;False;1.0;8.0;66.0;False;;2220.0;87
380;20120609;300.0;;6;20120709;336.0;56.0;87;0.0;0.0;0.0;2;;11.0;2;19920626.0;True;2;0.0;1.0;False;1.0;8.0;66.0;False;;2220.0;87
381;20121113;132.97;;3;20121213;132.97;44.32;-4;0.0;0.0;0.0;1;;0.0;2;19630605.0;True;2;3.0;1.0;False;1.0;1.0;24.0;True;19990710.0;1200.0;16
382;20130123;164.99;;3;20130223;164.99;55.0;16;1.0;3.0;0.0;1;1.0;0.0;2;19630605.0;True;2;3.0;1.0;False;1.0;1.0;24.0;True;19990710.0;1200.0;16
383;20111214;142.8;;3;20120114;142.8;47.6;-7;0.0;0.0;0.0;0;;;2;19630605.0;True;2;3.0;1.0;False;1.0;1.0;24.0;True;19990710.0;1200.0;16
384;20140604;219.6;;4;20140704;219.6;54.9;3;0.0;0.0;0.0;3;;0.0;2;19630605.0;True;2;3.0;1.0;False;1.0;1.0;24.0;True;19990710.0;1200.0;16
385;20111214;177.7;;3;20120114;177.7;59.23;43;0.0;0.0;1.0;0;;;2;19840708.0;False;2;0.0;1.0;False;1.0;1.0;67.0;False;;3400.0;43
386;20111220;50.0;;2;20120120;50.0;25.0;-2;0.0;0.0;0.0;0;;;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
387;20120217;175.0;;3;20120417;182.01;60.67;-7;1.0;2.0;0.0;0;1.0;0.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
388;20120402;79.9;;2;20120502;79.9;39.95;8;0.0;2.0;1.0;1;1.0;0.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
389;20120511;90.0;;2;20120711;93.72;46.86;4;0.0;0.0;1.0;1;2.0;0.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
390;20120520;65.7;;2;20120720;68.42;34.21;18;0.0;0.0;1.0;1;3.0;0.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
391;20120616;223.0;;3;20120716;223.0;74.33;20;0.0;0.0;1.0;3;2.0;0.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
392;20120907;319.9;;4;20121007;352.52;88.13;85;0.0;0.0;1.0;5;1.0;0.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
393;20140508;116.55;;1;20140608;116.55;116.55;0;0.0;0.0;1.0;7;1.0;13.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
394;20140508;308.0;;2;20140608;308.0;154.0;2;0.0;0.0;1.0;7;1.0;13.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
395;20140608;297.7;;3;20140808;309.6;103.2;2;0.0;0.0;1.0;8;1.0;12.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
396;20140803;404.2;;3;20140910;407.91;135.97;-31;0.0;0.0;1.0;9;1.0;11.0;2;19920907.0;True;1;0.0;0.0;True;1.0;19.0;56.0;True;20110301.0;906.0;85
397;20111214;322.15;;6;20120114;322.15;53.69;908;0.0;0.0;0.0;0;;;2;19850126.0;False;2;1.0;1.0;False;1.0;2.0;67.0;False;;850.0;908
398;20120203;85.0;;2;20120303;85.0;42.5;890;0.0;0.0;0.0;0;1.0;0.0;2;19850126.0;False;2;1.0;1.0;False;1.0;2.0;67.0;False;;850.0;908
399;20111214;327.72;;10;20120114;342.7;34.27;19;0.0;0.0;0.0;0;;;2;19600329.0;True;2;0.0;0.0;True;1.0;2.0;66.0;False;;678.0;21
400;20121204;347.43;;10;20130204;377.4;37.74;13;1.0;1.0;0.0;1;;12.0;2;19600329.0;True;2;0.0;0.0;True;1.0;2.0;66.0;False;;678.0;21
401;20130816;262.97;;10;20130916;278.0;27.8;21;0.0;0.0;0.0;1;1.0;11.0;2;19600329.0;True;2;0.0;0.0;True;1.0;2.0;66.0;False;;678.0;21
402;20131211;232.96;;8;20140211;255.12;31.89;11;;;;2;1.0;10.0;2;19600329.0;True;2;0.0;0.0;True;1.0;2.0;66.0;False;;678.0;21
403;20140515;99.9;;2;20140615;99.9;49.95;3;;;;28;7.0;20.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
404;20131212;185.0;;6;20140112;185.0;30.83;6;;;;25;4.0;36.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
405;20131212;175.0;;6;20140112;175.0;29.17;6;;;;25;4.0;36.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
406;20140218;266.89;;6;20140318;266.89;44.48;0;0.0;0.0;1.0;27;5.0;28.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
407;20140218;123.0;;3;20140318;123.0;41.0;-3;0.0;0.0;1.0;27;5.0;28.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
408;20111215;595.0;;6;20120115;595.0;99.17;7;0.0;0.0;0.0;22;1.0;100.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
409;20140410;149.9;;6;20140510;149.9;24.98;8;;;;27;7.0;22.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
410;20140410;169.9;;6;20140510;169.9;28.32;8;;;;27;7.0;22.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
411;20140618;319.9;;9;20140718;319.9;35.54;-8;;;;31;5.0;19.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
412;20140626;317.5;;10;20140726;317.5;31.75;-16;;;;31;6.0;19.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
413;20130411;402.0;;6;20130511;402.0;67.0;0;0.0;0.0;1.0;23;1.0;86.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
414;20130513;285.5;;4;20130613;285.5;71.38;-2;0.0;0.0;1.0;23;2.0;79.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
415;20130808;423.5;;6;20130908;423.5;70.58;8;0.0;0.0;1.0;23;3.0;50.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
416;20131009;222.3;;4;20131109;222.3;55.58;7;0.0;0.0;1.0;25;2.0;40.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
417;20131213;293.89;;6;20140113;293.89;48.98;5;;;;25;5.0;36.0;1;19890511.0;False;1;0.0;2.0;True;4.0;22.0;64.0;True;20071205.0;800.0;8
418;20111215;389.0;;12;20120215;666.0;55.5;45;0.0;0.0;0.0;0;;;1;19630324.0;True;1;0.0;0.0;True;1.0;3.0;67.0;False;;750.0;45
419;20091015;65.89;;4;20091115;65.89;16.47;30;0.0;0.0;0.0;44;;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
420;20100116;252.0;;9;20100216;252.0;28.0;26;0.0;0.0;0.0;44;1.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
421;20100508;169.6;;4;20100608;169.6;42.4;8;0.0;0.0;0.0;45;1.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
422;20100906;159.9;;4;20101006;159.9;39.98;5;1.0;2.0;0.0;46;1.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
423;20101106;109.5;;4;20101206;109.5;27.38;5;0.0;0.0;0.0;47;1.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
424;20110111;84.9;;4;20110211;84.9;21.23;61;0.0;0.0;0.0;48;1.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
425;20110119;84.9;;4;20110219;84.9;21.23;21;;;;48;2.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
426;20110307;119.8;;4;20110407;119.8;29.95;3;0.0;0.0;0.0;49;2.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
427;20110319;64.9;;4;20110419;64.9;16.23;21;;;;49;3.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
428;20110521;328.4;;4;20110621;328.4;82.1;20;0.0;0.0;0.0;50;3.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
429;20111022;39.5;;1;20111122;39.5;39.5;-17;;;;54;;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
430;20111217;89.5;;3;20120117;89.5;29.83;2;;;;55;;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
431;20120505;179.0;;4;20120605;179.0;44.75;7;;;;56;;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
432;20120806;129.5;;4;20120906;129.5;32.38;30;;;;56;1.0;8.0;2;19741023.0;False;2;2.0;1.0;False;1.0;;151.0;True;20000101.0;500.0;61
433;20111215;420.0;;6;20120115;420.0;70.0;154;0.0;0.0;0.0;0;;;2;19840730.0;True;5;1.0;0.0;True;1.0;10.0;12.0;True;20111104.0;752.63;154
434;20111215;108.99;;5;20120115;116.5;23.3;0;0.0;0.0;0.0;0;;;2;19421117.0;True;4;0.0;0.0;True;5.0;5.0;66.0;False;;545.0;37
435;20120510;71.94;;3;20120610;76.44;25.48;-1;0.0;0.0;0.0;1;;0.0;2;19421117.0;True;4;0.0;0.0;True;5.0;5.0;66.0;False;;545.0;37
436;20130111;399.96;;5;20130211;407.45;81.49;0;0.0;0.0;0.0;2;;0.0;2;19421117.0;True;4;0.0;0.0;True;5.0;5.0;66.0;False;;545.0;37
437;20130617;147.97;;2;20130717;150.98;75.49;6;0.0;0.0;0.0;3;;0.0;2;19421117.0;True;4;0.0;0.0;True;5.0;5.0;66.0;False;;545.0;37
438;20140305;83.99;;3;20140405;88.5;29.5;37;0.0;0.0;0.0;4;1.0;0.0;2;19421117.0;True;4;0.0;0.0;True;5.0;5.0;66.0;False;;545.0;37
439;20140305;129.96;;3;20140509;140.76;46.92;-29;0.0;0.0;0.0;4;1.0;0.0;2;19421117.0;True;4;0.0;0.0;True;5.0;5.0;66.0;False;;545.0;37
440;20111215;160.0;;2;20120110;160.0;80.0;598;0.0;0.0;0.0;0;;;1;19650806.0;False;5;0.0;1.0;False;1.0;15.0;66.0;False;;1500.0;598
441;20111215;314.09;;5;20120115;321.6;64.32;59;0.0;0.0;0.0;0;1.0;;1;19710907.0;True;2;3.0;1.0;True;1.0;19.0;66.0;False;;800.0;59
442;20111215;128.4;;5;20120115;135.9;27.18;59;0.0;0.0;0.0;0;1.0;;1;19710907.0;True;2;3.0;1.0;True;1.0;19.0;66.0;False;;800.0;59
443;20111216;30.0;;1;20120116;30.0;30.0;80;0.0;0.0;0.0;0;;;1;19590709.0;False;3;0.0;1.0;True;2.0;;54.0;True;19800210.0;1300.0;80
444;20120508;117.6;;3;20120608;117.6;39.2;29;7.0;9.0;0.0;1;;80.0;1;19590709.0;False;3;0.0;1.0;True;2.0;;54.0;True;19800210.0;1300.0;80
445;20140419;267.7;;6;20140519;299.88;49.98;4;0.0;2.0;0.0;5;;10.0;2;19510214.0;True;2;1.0;1.0;False;1.0;30.0;68.0;False;;622.0;31
446;20120817;85.5;;2;20120917;85.5;42.75;-1;2.0;5.0;0.0;1;;6.0;2;19510214.0;True;2;1.0;1.0;False;1.0;30.0;68.0;False;;622.0;31
447;20130213;66.03;;2;20130313;66.03;33.02;31;1.0;1.0;0.0;2;;0.0;2;19510214.0;True;2;1.0;1.0;False;1.0;30.0;68.0;False;;622.0;31
448;20131127;73.9;;2;20131227;73.9;36.95;14;1.0;2.0;0.0;4;;11.0;2;19510214.0;True;2;1.0;1.0;False;1.0;30.0;68.0;False;;622.0;31
449;20111215;151.7;;2;20120115;151.7;75.85;9;0.0;0.0;0.0;0;;;2;19510214.0;True;2;1.0;1.0;False;1.0;30.0;68.0;False;;622.0;31
450;20130215;119.69;;3;20130315;119.69;39.9;20;0.0;0.0;0.0;2;1.0;0.0;2;19510214.0;True;2;1.0;1.0;False;1.0;30.0;68.0;False;;622.0;31
451;20130723;325.0;;3;20130823;325.0;108.33;31;0.0;0.0;0.0;2;;0.0;2;19910626.0;True;1;0.0;0.0;True;5.0;5.0;6.0;True;20110818.0;953.0;31
452;20111215;291.88;;10;20120115;306.9;30.69;-6;0.0;0.0;0.0;0;;;2;19910626.0;True;1;0.0;0.0;True;5.0;5.0;6.0;True;20110818.0;953.0;31
453;20121107;119.98;;3;20121207;124.47;41.49;1;0.0;0.0;0.0;1;;0.0;2;19910626.0;True;1;0.0;0.0;True;5.0;5.0;6.0;True;20110818.0;953.0;31
454;20140318;165.98;;5;20140418;173.5;34.7;5;0.0;0.0;0.0;3;;0.0;2;19910626.0;True;1;0.0;0.0;True;5.0;5.0;6.0;True;20110818.0;953.0;31
455;20111216;146.8;;2;20120116;146.8;73.4;9;0.0;0.0;0.0;0;;;2;19801016.0;False;2;1.0;2.0;False;1.0;30.0;2.0;True;20090101.0;1860.0;9
456;20111216;53.0;;2;20120120;53.0;26.5;4;0.0;0.0;0.0;0;;;1;19780822.0;False;2;4.0;1.0;False;1.0;6.0;5.0;False;;1500.0;21
457;20120223;300.0;;5;20120325;300.0;60.0;21;0.0;0.0;0.0;1;;4.0;1;19780822.0;False;2;4.0;1.0;False;1.0;6.0;5.0;False;;1500.0;21
458;20111216;72.8;;3;20120116;72.8;24.27;51;0.0;0.0;0.0;0;;;2;19641217.0;True;2;3.0;0.0;True;1.0;3.0;67.0;False;;2500.0;51
459;20111216;719.76;;8;20120116;997.04;124.63;846;1.0;1.0;0.0;0;;;1;19931115.0;False;1;0.0;0.0;True;2.0;1.0;79.0;False;20110401.0;751.0;846
460;20111216;327.8;;4;20120116;327.8;81.95;25;0.0;2.0;0.0;0;;;2;19751108.0;True;5;0.0;1.0;False;1.0;17.0;2.0;True;20050401.0;2500.0;25
461;20120216;293.51;;5;20120316;293.51;58.7;2;0.0;1.0;0.0;0;1.0;0.0;2;19751108.0;True;5;0.0;1.0;False;1.0;17.0;2.0;True;20050401.0;2500.0;25
462;20120418;154.9;;4;20120518;154.9;38.73;-14;0.0;0.0;0.0;2;;0.0;2;19751108.0;True;5;0.0;1.0;False;1.0;17.0;2.0;True;20050401.0;2500.0;25
463;20120608;175.82;;5;20120708;175.82;35.16;-9;0.0;1.0;0.0;2;1.0;0.0;2;19751108.0;True;5;0.0;1.0;False;1.0;17.0;2.0;True;20050401.0;2500.0;25
464;20120730;93.1;;4;20120830;93.1;23.28;-7;;;;3;1.0;0.0;2;19751108.0;True;5;0.0;1.0;False;1.0;17.0;2.0;True;20050401.0;2500.0;25
465;20111216;155.5;;4;20120116;155.5;38.88;4;0.0;0.0;0.0;0;;;2;19720113.0;False;3;1.0;0.0;True;1.0;15.0;8.0;True;20070905.0;764.74;4
466;20111216;198.8;;4;20120116;213.92;53.48;-9;0.0;0.0;0.0;0;;;1;19840713.0;False;2;1.0;0.0;True;1.0;2.0;66.0;False;;550.0;-9
467;20111216;203.5;;4;20120116;203.5;50.88;54;0.0;0.0;0.0;0;;;1;19641024.0;False;2;0.0;1.0;False;1.0;4.0;43.0;True;20101201.0;1200.0;54
468;20131206;638.0;;6;20140210;759.66;126.61;2;;;;9;3.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
469;20140731;980.5;;6;20140831;1098.24;183.04;-21;;;;14;1.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
470;20140801;70.0;;3;20140901;70.0;23.33;-22;;;;14;2.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
471;20120917;63.9;;2;20121017;63.9;31.95;0;0.0;4.0;0.0;2;1.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
472;20121020;119.9;;5;20121201;119.9;23.98;3;0.0;0.0;0.0;2;3.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
473;20130214;116.83;;3;20130314;116.83;38.94;-3;;;;7;1.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
474;20130819;249.8;;4;20130919;249.8;62.45;4;;;;9;1.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
475;20131221;355.4;;5;20140121;355.4;71.08;3;0.0;0.0;0.0;11;2.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
476;20140731;99.9;;3;20140831;99.9;33.3;-21;;;;14;1.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
477;20111216;174.7;;3;20120116;174.7;58.23;8;0.0;0.0;0.0;0;;;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
478;20120512;159.9;;3;20120612;159.9;53.3;4;1.0;2.0;0.0;1;;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
479;20120719;253.71;;6;20120819;284.16;47.36;3;0.0;2.0;0.0;2;;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
480;20121019;94.9;;3;20121119;94.9;31.63;2;0.0;2.0;0.0;2;2.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
481;20121024;24.0;;1;20121124;24.0;24.0;-1;0.0;2.0;0.0;2;4.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
482;20130122;321.08;;6;20130222;359.64;59.94;1;;;;7;;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
483;20130711;306.29;;6;20130811;343.08;57.18;0;;;;8;1.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
484;20131018;37.36;;2;20131118;37.36;18.68;0;;;;9;2.0;0.0;2;19830109.0;False;1;1.0;0.0;True;1.0;20.0;21.0;True;20100318.0;750.0;8
485;20111216;295.2;;5;20120116;302.7;60.54;816;0.0;0.0;0.0;0;;;1;19701127.0;True;2;0.0;1.0;True;2.0;;150.0;False;;800.0;830
486;20111217;44.9;;3;20120117;49.41;16.47;12;0.0;0.0;0.0;0;1.0;;1;19701127.0;True;2;0.0;1.0;True;2.0;;150.0;False;;800.0;830
487;20111223;104.8;;5;20120123;112.3;22.46;6;0.0;0.0;0.0;0;2.0;;1;19701127.0;True;2;0.0;1.0;True;2.0;;150.0;False;;800.0;830
488;20120121;27.93;;2;20120221;30.94;15.47;8;0.0;0.0;0.0;0;3.0;0.0;1;19701127.0;True;2;0.0;1.0;True;2.0;;150.0;False;;800.0;830
489;20120124;78.85;;5;20120224;86.35;17.27;5;0.0;0.0;0.0;0;4.0;0.0;1;19701127.0;True;2;0.0;1.0;True;2.0;;150.0;False;;800.0;830
490;20120402;299.58;;5;20120502;307.1;61.42;830;0.0;0.0;0.0;2;3.0;5.0;1;19701127.0;True;2;0.0;1.0;True;2.0;;150.0;False;;800.0;830
491;20120426;84.89;;5;20120526;92.4;18.48;806;0.0;0.0;0.0;4;2.0;0.0;1;19701127.0;True;2;0.0;1.0;True;2.0;;150.0;False;;800.0;830
492;20111217;200.0;;4;20120305;216.96;54.24;796;0.0;0.0;0.0;0;;;1;19821201.0;False;2;0.0;0.0;True;1.0;10.0;46.0;True;20101221.0;1851.64;796
493;20120405;259.8;;5;20120510;259.8;51.96;2;;;;36;10.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
494;20120409;19.9;;2;20120509;19.9;9.95;3;;;;38;9.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
495;20120611;359.0;;6;20120910;359.0;59.83;65;;;;43;6.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
496;20120707;149.7;;5;20121010;149.7;29.94;65;;;;45;5.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
497;20120914;54.9;;3;20121110;54.9;18.3;65;;;;48;4.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
498;20121017;129.9;;5;20121210;129.9;25.98;65;;;;48;5.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
499;20130606;291.9;;6;20130710;291.9;48.65;4;;;;54;;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
500;20130608;85.0;;6;20130710;85.0;14.17;4;;;;54;1.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
501;20130702;239.9;;6;20130815;239.9;39.98;-1;;;;54;2.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
502;20130917;89.9;;5;20131017;89.9;17.98;-8;;;;54;3.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
503;20130928;104.9;;6;20131110;104.9;17.48;-1;;;;54;4.0;0.0;1;19911015.0;True;1;0.0;1.0;True;4.0;19.0;76.0;True;20110808.0;850.0;65
