;data_venda;faturado;valor_entrada;qtd_parcelas;primeiro_vencimento;valor_financiado;valor_parcela;mda;qtd_consultas_ate15dias;qtd_consultas_ate60dias;qtd_registros;qtd_contratos_quitados_cliente;qtd_contratos_abertos_cliente;media_atraso_cliente;sexo;data_nascimento;tel_fixo;estado_civil;dependentes;veiculo;veiculo_financiado;moradia;anos_residencia;ocupacao;telefone_comercial;data_admissao;salario;mda_cliente
35;20120901;240.0;;3;20121001;244.5;81.5;0;0.0;0.0;0.0;1;1.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
36;20121218;270.57;;6;20130118;279.6;46.6;0;0.0;0.0;0.0;2;1.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
37;20121224;129.4;;2;20130124;132.4;66.2;7;0.0;0.0;0.0;2;2.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
38;20130122;243.25;;4;20130222;249.24;62.31;-20;0.0;0.0;0.0;3;2.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
39;20130215;283.61;;3;20130315;288.12;96.04;0;0.0;0.0;0.0;4;2.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
40;20130321;260.0;;4;20130421;266.0;66.5;-6;0.0;0.0;0.0;4;3.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
41;20130415;300.0;;6;20130515;309.0;51.5;-1;0.0;0.0;0.0;4;4.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
42;20130515;287.1;;5;20130615;294.6;58.92;-1;0.0;0.0;0.0;6;3.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
43;20130614;189.59;;3;20130714;194.1;64.7;18;0.0;0.0;0.0;7;3.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
44;20131101;239.2;;4;20131201;245.2;61.3;14;0.0;0.0;0.0;11;1.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
45;20131202;134.98;;4;20140102;141.0;35.25;3;0.0;0.0;0.0;11;2.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
46;20131216;109.8;;1;20140116;111.3;111.3;15;0.0;0.0;0.0;11;3.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
47;20140307;179.96;;3;20140407;184.47;61.49;9;0.0;0.0;0.0;14;2.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
48;20140307;261.45;;3;20140407;261.45;87.15;1;0.0;0.0;0.0;14;2.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
49;20140521;144.8;;2;20140621;147.8;73.9;12;0.0;0.0;0.0;15;3.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
50;20140521;52.79;;2;20140621;52.79;26.4;9;0.0;0.0;0.0;15;3.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
51;20140806;485.5;;6;20140906;494.52;82.42;-27;0.0;0.0;0.0;19;;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
52;20120505;434.5;;5;20120605;442.0;88.4;1;4.0;4.0;0.0;0;;;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
53;20130625;337.9;;6;20130725;346.92;57.82;1;0.0;0.0;0.0;8;3.0;0.0;2;19650709.0;True;1;1.0;0.0;;1.0;;7.0;True;19000101.0;1000.0;18
54;20130916;349.9;;6;20131016;358.92;59.82;1;0.0;0.0;0.0;2;;0.0;2;19610917.0;False;5;1.0;0.0;;1.0;10.0;76.0;True;19970325.0;1500.0;5
55;20131122;169.7;;6;20131222;178.68;29.78;0;0.0;0.0;0.0;2;1.0;0.0;2;19610917.0;False;5;1.0;0.0;;1.0;10.0;76.0;True;19970325.0;1500.0;5
56;20120508;324.4;;5;20120608;331.9;66.38;2;0.0;1.0;0.0;0;;;2;19610917.0;False;5;1.0;0.0;;1.0;10.0;76.0;True;19970325.0;1500.0;5
57;20120605;159.79;;5;20120705;167.3;33.46;5;0.0;1.0;0.0;0;1.0;0.0;2;19610917.0;False;5;1.0;0.0;;1.0;10.0;76.0;True;19970325.0;1500.0;5
58;20111209;202.6;;4;20120109;208.6;52.15;913;0.0;0.0;0.0;0;;;1;19891011.0;True;1;0.0;0.0;True;1.0;10.0;67.0;True;20110519.0;737.0;913
59;20111227;114.8;;5;20120127;122.3;24.46;895;0.0;0.0;0.0;0;1.0;;1;19891011.0;True;1;0.0;0.0;True;1.0;10.0;67.0;True;20110519.0;737.0;913
60;20120517;329.7;;5;20120617;337.2;67.44;101;2.0;2.0;0.0;4;;31.0;1;19700601.0;True;2;0.0;1.0;False;1.0;5.0;25.0;True;19000101.0;2000.0;101
61;20140324;199.9;;6;20140424;199.9;33.32;18;0.0;0.0;0.0;24;;12.0;1;19611126.0;True;1;;;;;;68.0;True;19991230.0;1036.9;112
62;20120817;85.0;;3;20120917;85.0;28.33;292;3.0;3.0;0.0;3;;5.0;2;19861004.0;True;1;1.0;0.0;True;1.0;26.0;64.0;True;20120410.0;800.0;292
63;20121020;23.0;;1;20121120;23.0;23.0;289;0.0;0.0;0.0;3;1.0;3.0;2;19861004.0;True;1;1.0;0.0;True;1.0;26.0;64.0;True;20120410.0;800.0;292
64;20130729;75.0;;1;20130829;75.0;75.0;6;;;;3;2.0;35.0;2;19861004.0;True;1;1.0;0.0;True;1.0;26.0;64.0;True;20120410.0;800.0;292
65;20130928;204.3;;3;20131107;207.3;69.1;276;0.0;0.0;0.0;6;;37.0;2;19861004.0;True;1;1.0;0.0;True;1.0;26.0;64.0;True;20120410.0;800.0;292
66;20131014;99.06;;3;20131114;99.06;33.02;269;0.0;0.0;0.0;6;1.0;37.0;2;19861004.0;True;1;1.0;0.0;True;1.0;26.0;64.0;True;20120410.0;800.0;292
67;20101005;13.75;;1;20101110;13.75;13.75;-5;0.0;0.0;0.0;6;1.0;3.0;2;19800725.0;False;2;;;;;;55.0;True;20070310.0;1100.0;27
68;20101005;64.0;;3;20101105;64.0;21.33;9;0.0;0.0;0.0;6;1.0;3.0;2;19800725.0;False;2;;;;;;55.0;True;20070310.0;1100.0;27
69;20101214;31.0;;1;20110114;31.0;31.0;-7;0.0;0.0;0.0;8;;0.0;2;19571008.0;True;2;1.0;0.0;;1.0;;66.0;True;19950510.0;701.0;5
70;20120705;499.45;;5;20120805;506.95;101.39;3;0.0;1.0;0.0;1;;;2;19540310.0;True;1;0.0;0.0;;1.0;31.0;149.0;True;19991230.0;872.0;6
71;20120802;94.61;;5;20120902;102.1;20.42;2;0.0;0.0;0.0;1;1.0;0.0;2;19540310.0;True;1;0.0;0.0;;1.0;31.0;149.0;True;19991230.0;872.0;6
72;20121003;174.79;;5;20121103;182.3;36.46;3;0.0;0.0;0.0;1;2.0;0.0;2;19540310.0;True;1;0.0;0.0;;1.0;31.0;149.0;True;19991230.0;872.0;6
