cliente,loja,contrato,data_venda,faturado,valor_entrada,autorizado,nivel_venda,tipo_plano,forma_venda,situacao,alteracao_vencimento,venda_autorizada,assinado_biometria,contrato_entregue,contrato_assinado,sem_autorizado,contrato_conversao,qtd_parcelas,qtd_parcelas_abertas,qtd_parcelas_vencidas,qtd_parcelas_quitadas,qtd_parcelas_quitadas_adiantadas,qtd_parcelas_quitadas_emdia,qtd_parcelas_quitadas_atrasado,qtd_parcelas_quitadas_atrasado_15dias,qtd_parcelas_quitadas_atrasado_30dias,qtd_parcelas_quitadas_atrasado_60dias,qtd_parcelas_quitadas_atrasado_90dias,primeiro_vencimento,ultimo_pagamento_integral,ultimo_pagamento_parcial,valor_financiado,juros_financiamento,valor_parcela,media_dias_atraso,mda,mda_aberto,mda_pago,juro_pago,desconto_juro,multa_paga,desconto_multa,saldo_devedor,qtd_inclusao_contrato_spc,qtd_retirado_contrato_spc,qtd_inclusao_cliente_spc,qtd_retirado_cliente_spc,qtd_inclusao_contrato_cobranca,qtd_consultas_ate15dias,qtd_consultas_ate30dias,qtd_consultas_ate60dias,qtd_consultas_mais60dias,qtd_registros,valor_total_registrado,registro_mais_antigo,registro_mais_recente,maior_valor_registrado,qtd_parc_quitadas_cliente,total_pago_cliente,qtd_parc_abertas_cliente,total_aberto_cliente,qtd_parc_avencer_cliente,total_avencer_cliente,qtd_parc_vencidas_cliente,total_vencido_cliente,mda_aberto_cliente,mda_vencido_cliente,qtd_contratos_quitados_cliente,qtd_contratos_abertos_cliente,qtd_contratos_avencer_cliente,qtd_contratos_vencidos_cliente,media_atraso_cliente,cliente_na_cobranca,qtd_total_ligacao,qtd_sucesso_ligacao,qtd_sms,qtd_acordos,qtd_acordos_cancelados,qtd_acordos_quitados,qtd_acordos_abertos,qtd_acordos_vencidos,codigo_credscore,rg,comprovante_identidade,rg_uf,sexo,data_nascimento,ddd_tel_fixo,tel_fixo,ddd_celular,celular,estado_civil,nome_conjuge,data_nascimento_conjuge,ddd_tel_conjuge,tel_conjuge,dependentes,email,veiculo,veiculo_financiado,moradia,bloqueado,falecido,loja_cadastro,data_criacao_cadastro,data_atualizacao_cadastro,cep,tipo_endereco,cidade_residencia,cidade_natal,anos_residencia,comprovante_residencia,ocupacao,ddd_comercial,telefone_comercial,data_admissao,carteira_assinada,salario,numero_beneficio,comprovante_renda,comprovante_renda_familiar,renda_familiar1_parentesco,renda_familiar1_ddd_celular,renda_familiar1_celular,renda_familiar1_ocupacao,renda_familiar1_ddd_comercial,renda_familiar1_fone_comercial,renda_familiar1_salario,renda_familiar1_codigo_cliente,renda_familiar2_parentesco,renda_familiar2_ddd_celular,renda_familiar2_celular,renda_familiar2_ocupacao,renda_familiar2_ddd_comercial,renda_familiar2_fone_comercial,renda_familiar2_salario,renda_familiar2_codigo_cliente,renda_familiar3_parentesco,renda_familiar3_ddd_celular,renda_familiar3_celular,renda_familiar3_ocupacao,renda_familiar3_ddd_comercial,renda_familiar3_fone_comercial,renda_familiar3_salario,renda_familiar3_codigo_cliente,referencia1_parentesco,referencia1_fone_residencial_ddd,referencia1_fone_residencial,referencia1_fone_comercial_ddd,referencia1_fone_comercial,referencia1_celular_ddd,referencia1_celular,referencia2_parentesco,referencia2_fone_residencial_ddd,referencia2_fone_residencial,referencia2_fone_comercial_ddd,referencia2_fone_comercial,referencia2_celular_ddd,referencia2_celular,referencia3_parentesco,referencia3_fone_residencial_ddd,referencia3_fone_residencial,referencia3_fone_comercial_ddd,referencia3_fone_comercial,referencia3_celular_ddd,referencia3_celular,quantidade_acordos,qtd_sms_enviado,qtd_ligacao_total,qtd_ligacao_sucesso,mda,mda_aberto,qtd_pagto_parciais,qtd_parcelas_pagto_parciais,possui_biometria,data_cadastro_biometrico,possui_compra_tidas
452316,20011,8712,20121223,187.40,,,327,1,1,1,false,true,false,true,true,false,false,3,0,0,3,1,0,2,0,0,0,0,20130123,20130319,,187.40,0.00,62.47,7,14,,14,4.09,0.00,2.51,0.00,0.00,0,0,0,0,2,,,,,,,,,,19,659.35,3,129.00,3,129.00,0,0.00,-26,,5,1,1,0,0,false,,,,,,,,,452316,true,false,0,2,19310614,54,true,,false,1,false,,,false,,false,,,,false,false,20011,20110615,20130712,,,4108,3996,2,false,67,54,true,19970201,0,1310.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,54,true,,false,,false,14,54,true,,false,,false,11,54,true,,false,,false,1,0,1,0,174,,2,2,false,,true
452316,20011,9080,20130206,94.80,,,339,1,1,1,true,true,false,true,true,false,false,2,0,0,2,2,0,0,0,0,0,0,20130307,20130403,,94.80,0.00,47.40,0,-2,,-2,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,21,772.67,4,210.00,4,210.00,0,0.00,-12,,5,2,2,0,0,false,0,0,0,,,,,,452316,true,false,0,2,19310614,54,true,,false,1,false,,,false,,false,,,,false,false,20011,20110615,20130712,,,4108,3996,2,false,67,54,true,19970201,0,1310.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,54,true,,false,,false,14,54,true,,false,,false,11,54,true,,false,,false,1,0,1,0,174,,2,2,false,,true
452316,20011,10267,20130712,393.34,,,327,1,1,1,false,true,false,true,true,false,false,5,0,0,5,0,0,5,5,5,5,5,20130812,20140404,20140305,393.34,0.00,78.67,147,174,,174,14.68,0.00,0.00,0.00,0.00,0,0,0,0,1,,,,,,,,,,27,1082.95,,,0,0.00,,,,,8,,,,0,false,0,0,0,,,,,,452316,true,false,0,2,19310614,54,true,,false,1,false,,,false,,false,,,,false,false,20011,20110615,20130712,,,4108,3996,2,false,67,54,true,19970201,0,1310.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,54,true,,false,,false,14,54,true,,false,,false,11,54,true,,false,,false,1,0,1,0,174,,2,2,false,,true
39619,111,7561,20130605,74.99,,,460,1,1,1,false,false,true,true,true,,false,3,0,0,3,1,0,2,0,0,0,0,20130705,20130903,,74.99,0.00,25.00,4,11,,11,0.00,0.57,0.00,0.50,0.00,0,0,0,0,0,0,0,0,7,0,,,,,26,770.23,,,0,0.00,,,,,10,,,,7,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,111,8073,20130903,97.99,,,460,1,1,1,true,false,true,true,true,,false,3,0,0,3,0,0,3,0,0,0,0,20131007,20131216,,97.99,0.00,32.66,5,9,,9,0.66,0.00,0.64,0.00,0.00,0,0,0,0,0,,,,,,,,,,30,907.02,2,120.00,2,120.00,0,0.00,-7,,11,1,1,0,7,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,111,8175,20130921,99.99,,,431,1,1,1,false,false,false,,,,false,3,0,0,3,1,0,2,0,0,0,0,20131021,20131224,,99.99,0.00,33.33,1,3,,3,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,31,967.02,4,157.99,4,157.99,0,0.00,-16,,11,2,2,0,7,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,111,8697,20131216,44.99,,,460,1,1,1,false,false,false,,,,false,2,0,0,2,1,0,1,0,0,0,0,20140116,20140218,,44.99,0.00,22.50,1,2,,2,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,37,1193.30,7,369.76,7,369.76,0,0.00,-5,,13,2,2,0,6,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,111,8878,20140109,59.99,,,431,1,1,1,false,false,false,,,,false,3,0,0,3,0,0,3,1,0,0,0,20140209,20140430,,59.99,0.00,20.00,14,21,,21,1.88,0.00,1.20,0.00,0.00,0,0,0,0,0,,,,,,,,,,38,1226.30,8,381.75,8,381.75,0,0.00,-6,,14,2,2,0,6,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,111,8899,20140115,22.99,,,431,1,1,1,false,false,false,,,,false,1,0,0,1,0,0,1,0,0,0,0,20140215,20140218,,22.99,0.00,22.99,3,3,,3,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,39,1249.29,10,418.75,10,418.75,0,0.00,0,,14,3,3,0,6,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,508,715,20121108,210.90,,,431,1,2,1,false,false,false,,,,false,3,0,0,3,1,0,2,0,0,0,0,20121208,20130213,,210.90,0.00,70.30,2,5,,5,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,2,3,5,2,0,,,,,15,334.14,,,0,0.00,,,,,6,,,,10,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,508,751,20121204,46.80,,,434,1,2,1,true,true,false,false,,,false,2,0,0,2,0,0,2,0,0,0,0,20130110,20130218,,46.80,0.00,23.40,5,8,,8,0.31,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,15,334.14,3,210.90,3,210.90,0,0.00,-4,,6,1,1,0,10,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,508,847,20130112,67.50,,,460,1,2,1,false,false,false,,,,false,3,0,0,3,0,0,3,0,0,0,0,20130212,20130415,,67.50,0.00,22.50,4,6,,6,0.23,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,18,498.84,2,93.00,2,93.00,0,0.00,-27,,6,2,2,0,9,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,508,895,20130218,110.00,,,431,1,2,1,false,false,false,,,,false,3,0,0,3,1,0,2,0,0,0,0,20130318,20130523,,110.00,0.00,36.67,3,6,,6,0.35,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,2,0,1,93.47,20130111,20130111,93.47,21,615.88,2,44.00,2,44.00,0,0.00,-22,,8,1,1,0,8,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,508,1125,20130629,181.80,,,431,1,2,1,true,false,false,,,,false,3,0,0,3,2,0,1,0,0,0,0,20130810,20131008,,181.80,0.00,60.60,0,4,,4,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,26,770.23,3,74.99,3,74.99,0,0.00,-6,,10,1,1,0,7,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,508,1417,20131207,336.76,,,431,1,2,1,true,false,false,,,,false,6,0,0,6,0,0,6,1,0,0,0,20140115,20140628,,336.76,0.00,56.13,10,15,,15,6.08,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,7,0,,,,,36,1160.00,2,65.00,2,65.00,0,0.00,0,,12,2,2,0,6,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,508,1633,20140322,40.50,,,460,1,2,1,false,false,false,true,true,false,false,2,0,0,2,1,0,1,0,0,0,0,20140422,20140517,,40.50,0.00,20.25,1,6,,6,0.24,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,1,11,0,,,,,46,1507.96,4,188.00,4,188.00,0,0.00,-18,,16,2,2,0,6,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,508,1753,20140517,34.50,,,460,1,2,3,false,false,false,,,,false,2,1,1,1,0,0,1,0,0,0,0,20140617,20140628,,34.50,0.00,17.25,18,24,24,11,0.38,0.00,0.00,0.00,17.00,0,0,0,0,0,2,2,2,8,0,,,,,51,1683.50,1,56.00,1,56.00,0,0.00,-29,,18,1,1,0,6,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
39619,508,1847,20140628,32.30,,,460,1,2,2,true,false,false,,,,false,2,2,0,0,0,0,0,0,0,0,0,20140810,,,32.30,0.00,16.15,,0,0,,,,,,32.30,0,0,0,0,0,0,0,0,7,0,,,,,53,1758.81,1,17.00,1,17.00,0,0.00,-19,,19,1,1,0,6,false,,,,,,,,,39619,true,false,24,2,19731024,,false,47,true,5,false,,,false,2,false,0,,1,false,false,10369,20060511,20140628,838,34,3070,3070,3,false,84,47,true,20120405,1,900.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,15,,false,,false,47,true,3,,false,,false,47,true,,,false,,false,,false,0,0,0,0,24,24,0,0,true,20130605,true
452319,20011,8975,20130122,66.80,,,326,1,1,1,false,true,false,true,true,false,false,2,0,0,2,1,0,1,0,0,0,0,20130222,20130326,,66.80,0.00,33.40,1,4,,4,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,6,279.25,,,0,0.00,,,,,2,,,,4,false,,,,,,,,,452319,true,false,0,2,19450403,54,true,,false,1,false,,,false,,false,,,,false,false,20011,20110705,20130122,990,,4108,4108,2,false,25,54,true,19890501,,2000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,12,54,true,,false,,false,6,54,true,,false,,false,11,54,true,,false,,false,0,0,0,0,31,,0,0,false,,true
452340,20011,4764,20120309,309.80,,,86,1,1,1,false,false,false,true,true,false,false,5,0,0,5,0,0,5,0,0,0,0,20120409,20120818,,309.80,0.00,61.96,5,9,,9,2.74,0.00,2.44,0.00,0.00,0,0,0,0,1,0,0,0,0,0,,,,,11,1465.96,,,0,0.00,,,,,4,,,,128,false,,,,,,,,,452340,true,false,21,1,19600913,54,true,54,true,2,true,19591020,,false,,false,,,,false,false,20000,20101127,20130914,990,34,4108,3845,1,false,64,54,true,20000201,0,3000.00,false,false,false,,,false,103,54,true,,,,,false,,,false,,,,,false,,,false,,,3,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,1,14,0,0,195,,0,0,false,,true
452340,20011,5834,20120512,190.70,,,86,1,1,1,false,false,false,true,true,false,false,3,0,0,3,0,0,3,0,0,0,0,20120612,20120818,,190.70,0.00,63.57,4,6,,6,0.95,0.00,1.26,0.00,0.00,0,0,0,0,1,,,,,,,,,,13,1592.76,3,183.00,3,183.00,0,0.00,-28,,4,1,1,0,109,false,,,,,,,,,452340,true,false,21,1,19600913,54,true,54,true,2,true,19591020,,false,,false,,,,false,false,20000,20101127,20130914,990,34,4108,3845,1,false,64,54,true,20000201,0,3000.00,false,false,false,,,false,103,54,true,,,,,false,,,false,,,,,false,,,false,,,3,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,1,14,0,0,195,,0,0,false,,true
452340,20011,6732,20120707,517.40,,,114,1,1,1,false,false,false,true,true,true,false,5,0,0,5,1,0,4,1,0,0,0,20120807,20121215,,517.40,0.00,103.48,7,18,,18,10.57,0.00,6.23,0.00,0.00,0,0,0,0,3,,,,,,,,,,15,1718.46,4,248.00,4,248.00,0,0.00,-2,,4,2,2,0,95,false,,,,,,,,,452340,true,false,21,1,19600913,54,true,54,true,2,true,19591020,,false,,false,,,,false,false,20000,20101127,20130914,990,34,4108,3845,1,false,64,54,true,20000201,0,3000.00,false,false,false,,,false,103,54,true,,,,,false,,,false,,,,,false,,,false,,,3,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,1,14,0,0,195,,0,0,false,,true
452340,20011,8496,20121215,261.40,,,327,1,1,1,false,true,false,true,true,false,false,3,0,0,3,0,1,2,0,0,0,0,20130115,20130315,,261.40,0.00,87.13,6,11,,11,4.13,0.00,3.49,0.00,0.00,0,0,0,0,2,,,,,,,,,,24,2508.05,,,0,0.00,,,,,7,,,,62,false,0,0,4,,,,,,452340,true,false,21,1,19600913,54,true,54,true,2,true,19591020,,false,,false,,,,false,false,20000,20101127,20130914,990,34,4108,3845,1,false,64,54,true,20000201,0,3000.00,false,false,false,,,false,103,54,true,,,,,false,,,false,,,,,false,,,false,,,3,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,1,14,0,0,195,,0,0,false,,true
452340,20011,8666,20121222,254.80,,,327,1,1,1,false,true,false,true,true,false,false,5,0,0,5,1,1,3,1,0,0,0,20130122,20130607,,254.80,0.00,50.96,5,16,,16,4.10,0.00,2.00,0.00,0.00,0,0,0,0,1,,,,,,,,,,24,2508.05,3,261.40,3,261.40,0,0.00,-24,,7,1,1,0,62,false,0,0,4,,,,,,452340,true,false,21,1,19600913,54,true,54,true,2,true,19591020,,false,,false,,,,false,false,20000,20101127,20130914,990,34,4108,3845,1,false,64,54,true,20000201,0,3000.00,false,false,false,,,false,103,54,true,,,,,false,,,false,,,,,false,,,false,,,3,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,1,14,0,0,195,,0,0,false,,true
452340,20011,8997,20130126,121.80,,,327,1,1,1,false,true,false,true,true,false,false,4,0,0,4,2,0,2,0,0,0,0,20130226,20130607,,121.80,0.00,30.45,2,12,,12,1.75,0.00,1.20,0.00,0.00,0,0,0,0,1,,,,,,,,,,26,2654.62,6,374.00,6,374.00,0,0.00,-20,,7,2,2,0,58,false,0,0,6,,,,,,452340,true,false,21,1,19600913,54,true,54,true,2,true,19591020,,false,,false,,,,false,false,20000,20101127,20130914,990,34,4108,3845,1,false,64,54,true,20000201,0,3000.00,false,false,false,,,false,103,54,true,,,,,false,,,false,,,,,false,,,false,,,3,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,1,14,0,0,195,,0,0,false,,true
452340,20011,10368,20130731,237.20,,,327,1,1,1,false,true,false,true,true,false,false,4,0,0,4,1,0,3,2,0,0,0,20130831,20131209,,237.20,0.00,59.30,14,29,,29,3.07,0.00,1.20,0.00,0.00,0,0,0,0,3,,,,,,,,,,36,3162.72,,,0,0.00,,,,,10,,,,43,false,0,0,8,,,,,,452340,true,false,21,1,19600913,54,true,54,true,2,true,19591020,,false,,false,,,,false,false,20000,20101127,20130914,990,34,4108,3845,1,false,64,54,true,20000201,0,3000.00,false,false,false,,,false,103,54,true,,,,,false,,,false,,,,,false,,,false,,,3,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,1,14,0,0,195,,0,0,false,,true
452340,20011,10461,20130810,99.80,,,327,1,1,1,false,true,false,true,true,false,false,4,0,0,4,2,0,2,2,0,0,0,20130910,20131209,,99.80,0.00,24.95,11,29,,29,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,,,,,,,,,,36,3162.72,4,237.20,4,237.20,0,0.00,-21,,10,1,1,0,43,false,0,0,8,,,,,,452340,true,false,21,1,19600913,54,true,54,true,2,true,19591020,,false,,false,,,,false,false,20000,20101127,20130914,990,34,4108,3845,1,false,64,54,true,20000201,0,3000.00,false,false,false,,,false,103,54,true,,,,,false,,,false,,,,,false,,,false,,,3,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,1,14,0,0,195,,0,0,false,,true
452384,20011,6485,20120616,116.80,,,114,1,1,1,false,false,false,true,true,false,false,3,0,0,3,3,0,0,0,0,0,0,20120716,20120908,,116.80,0.00,38.93,0,-8,,-8,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,7,305.70,,,0,0.00,,,,,2,,,,0,false,,,,,,,,,452384,true,false,0,2,19911103,54,true,54,true,1,false,,,false,,false,,,,false,false,20011,20110402,20121005,990,,4108,,0,false,67,54,true,20090101,,879.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,0,0,0,0,5,,0,0,false,,true
452384,20011,7697,20121005,304.70,,,326,1,1,1,false,true,false,true,true,false,false,5,0,0,5,3,0,2,0,0,0,0,20121105,20130302,,304.70,0.00,60.94,0,5,,5,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,10,422.50,,,0,0.00,,,,,3,,,,0,false,,,,,,,,,452384,true,false,0,2,19911103,54,true,54,true,1,false,,,false,,false,,,,false,false,20011,20110402,20121005,990,,4108,,0,false,67,54,true,20090101,,879.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,11,54,true,,false,,false,0,0,0,0,5,,0,0,false,,true
452455,20011,4106,20120121,89.90,,,86,1,1,1,false,false,false,true,false,false,false,3,0,0,3,0,0,3,3,3,3,3,20120221,20121029,,89.90,0.00,29.97,221,251,,251,30.10,29.59,0.00,1.80,0.00,0,0,0,0,1,,,,,,,,,,9,291.55,,,0,0.00,,,,,3,,,,2,false,,,,,,,,,452455,true,false,21,1,19571008,54,true,,false,1,false,,,false,,false,,,,false,false,20000,20110510,20120713,990,4,4108,4108,1,false,86,54,true,20091101,,1160.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,11,54,true,,false,,false,11,54,true,,false,,false,,,false,,false,,false,0,0,2,0,251,,0,0,false,,true
452483,20011,5088,20120330,99.80,,,86,1,1,1,false,false,false,true,true,false,false,4,0,0,4,0,0,4,0,0,0,0,20120430,20120804,,99.80,0.00,24.95,6,9,,9,1.01,0.00,0.96,0.00,0.00,0,0,0,0,0,,,,,,,,,,7,371.47,1,73.00,1,73.00,0,0.00,-27,,2,1,1,0,0,false,,,,,,,,,452483,true,false,0,2,19700512,54,true,,false,1,false,,,false,,false,,,,false,false,20011,20110709,20130723,990,,4108,4108,2,false,128,54,true,19990301,0,1200.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,54,true,,false,,false,3,54,true,,false,,false,11,,false,,false,,false,0,0,0,0,9,,0,0,false,,true
452483,20011,10325,20130723,59.80,,,326,1,1,1,false,true,false,true,true,false,false,2,0,0,2,1,1,0,0,0,0,0,20130823,20130923,,59.80,0.00,29.90,0,0,,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,12,546.24,,,0,0.00,,,,,4,,,,0,false,,,,,,,,,452483,true,false,0,2,19700512,54,true,,false,1,false,,,false,,false,,,,false,false,20011,20110709,20130723,990,,4108,4108,2,false,128,54,true,19990301,0,1200.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,54,true,,false,,false,3,54,true,,false,,false,11,,false,,false,,false,0,0,0,0,9,,0,0,false,,true
452556,20037,4996,20130801,183.60,,,326,1,1,1,false,true,false,true,true,false,false,5,0,0,5,2,0,3,0,0,0,0,20130901,20140108,,183.60,0.00,36.72,2,7,,7,0.76,0.00,0.72,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,7,229.25,,,0,0.00,,,,,2,,,,16,false,0,0,0,,,,,,452556,true,false,0,2,19541011,54,true,,false,2,true,19520629,,false,,false,,,,false,false,20037,20110930,20140709,997,,3957,3957,2,false,72,54,true,20000201,0,2000.00,false,false,false,,,false,103,54,false,1500.00,,,,false,,,false,,,,,false,,,false,,,,,false,,false,,false,,,false,,false,,false,,,false,,false,,false,0,0,0,0,50,-30,0,0,false,,true
452556,20037,6458,20140709,64.90,,,716,1,1,2,false,false,false,,,,false,2,1,0,1,1,0,0,0,0,0,0,20140809,20140808,,64.90,0.00,32.45,0,-1,-30,-1,0.00,0.00,0.00,0.00,32.00,0,0,0,0,0,0,0,1,2,0,,,,,12,414.33,,,0,0.00,,,,,3,,,,10,false,0,0,0,,,,,,452556,true,false,0,2,19541011,54,true,,false,2,true,19520629,,false,,false,,,,false,false,20037,20110930,20140709,997,,3957,3957,2,false,72,54,true,20000201,0,2000.00,false,false,false,,,false,103,54,false,1500.00,,,,false,,,false,,,,,false,,,false,,,,,false,,false,,false,,,false,,false,,false,,,false,,false,,false,0,0,0,0,50,-30,0,0,false,,true
