cliente,loja,contrato,data_venda,faturado,valor_entrada,autorizado,nivel_venda,tipo_plano,forma_venda,situacao,alteracao_vencimento,venda_autorizada,assinado_biometria,contrato_entregue,contrato_assinado,sem_autorizado,contrato_conversao,qtd_parcelas,qtd_parcelas_abertas,qtd_parcelas_vencidas,qtd_parcelas_quitadas,qtd_parcelas_quitadas_adiantadas,qtd_parcelas_quitadas_emdia,qtd_parcelas_quitadas_atrasado,qtd_parcelas_quitadas_atrasado_15dias,qtd_parcelas_quitadas_atrasado_30dias,qtd_parcelas_quitadas_atrasado_60dias,qtd_parcelas_quitadas_atrasado_90dias,primeiro_vencimento,ultimo_pagamento_integral,ultimo_pagamento_parcial,valor_financiado,juros_financiamento,valor_parcela,media_dias_atraso,mda,mda_aberto,mda_pago,juro_pago,desconto_juro,multa_paga,desconto_multa,saldo_devedor,qtd_inclusao_contrato_spc,qtd_retirado_contrato_spc,qtd_inclusao_cliente_spc,qtd_retirado_cliente_spc,qtd_inclusao_contrato_cobranca,qtd_consultas_ate15dias,qtd_consultas_ate30dias,qtd_consultas_ate60dias,qtd_consultas_mais60dias,qtd_registros,valor_total_registrado,registro_mais_antigo,registro_mais_recente,maior_valor_registrado,qtd_parc_quitadas_cliente,total_pago_cliente,qtd_parc_abertas_cliente,total_aberto_cliente,qtd_parc_avencer_cliente,total_avencer_cliente,qtd_parc_vencidas_cliente,total_vencido_cliente,mda_aberto_cliente,mda_vencido_cliente,qtd_contratos_quitados_cliente,qtd_contratos_abertos_cliente,qtd_contratos_avencer_cliente,qtd_contratos_vencidos_cliente,media_atraso_cliente,cliente_na_cobranca,qtd_total_ligacao,qtd_sucesso_ligacao,qtd_sms,qtd_acordos,qtd_acordos_cancelados,qtd_acordos_quitados,qtd_acordos_abertos,qtd_acordos_vencidos,codigo_credscore,rg,comprovante_identidade,rg_uf,sexo,data_nascimento,ddd_tel_fixo,tel_fixo,ddd_celular,celular,estado_civil,nome_conjuge,data_nascimento_conjuge,ddd_tel_conjuge,tel_conjuge,dependentes,email,veiculo,veiculo_financiado,moradia,bloqueado,falecido,loja_cadastro,data_criacao_cadastro,data_atualizacao_cadastro,cep,tipo_endereco,cidade_residencia,cidade_natal,anos_residencia,comprovante_residencia,ocupacao,ddd_comercial,telefone_comercial,data_admissao,carteira_assinada,salario,numero_beneficio,comprovante_renda,comprovante_renda_familiar,renda_familiar1_parentesco,renda_familiar1_ddd_celular,renda_familiar1_celular,renda_familiar1_ocupacao,renda_familiar1_ddd_comercial,renda_familiar1_fone_comercial,renda_familiar1_salario,renda_familiar1_codigo_cliente,renda_familiar2_parentesco,renda_familiar2_ddd_celular,renda_familiar2_celular,renda_familiar2_ocupacao,renda_familiar2_ddd_comercial,renda_familiar2_fone_comercial,renda_familiar2_salario,renda_familiar2_codigo_cliente,renda_familiar3_parentesco,renda_familiar3_ddd_celular,renda_familiar3_celular,renda_familiar3_ocupacao,renda_familiar3_ddd_comercial,renda_familiar3_fone_comercial,renda_familiar3_salario,renda_familiar3_codigo_cliente,referencia1_parentesco,referencia1_fone_residencial_ddd,referencia1_fone_residencial,referencia1_fone_comercial_ddd,referencia1_fone_comercial,referencia1_celular_ddd,referencia1_celular,referencia2_parentesco,referencia2_fone_residencial_ddd,referencia2_fone_residencial,referencia2_fone_comercial_ddd,referencia2_fone_comercial,referencia2_celular_ddd,referencia2_celular,referencia3_parentesco,referencia3_fone_residencial_ddd,referencia3_fone_residencial,referencia3_fone_comercial_ddd,referencia3_fone_comercial,referencia3_celular_ddd,referencia3_celular,quantidade_acordos,qtd_sms_enviado,qtd_ligacao_total,qtd_ligacao_sucesso,mda,mda_aberto,qtd_pagto_parciais,qtd_parcelas_pagto_parciais,possui_biometria,data_cadastro_biometrico,possui_compra_tidas
445122,52,23886,20140129,88.90,,,460,1,2,1,true,false,false,true,true,false,false,4,0,0,4,3,0,1,0,0,0,0,20140301,20140404,,88.90,0.00,22.23,0,7,,7,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,4,0,,,,,23,843.85,7,223.90,7,223.90,0,0.00,-23,,8,2,2,0,0,false,,,,,,,,,445122,true,false,24,2,19780723,,true,47,true,2,true,19770821,47,true,1,false,1,true,1,false,false,52,20111213,20140620,891,34,4619,,,false,20,47,true,20111101,1,850.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,,false,,false,47,true,6,,false,,false,47,true,,,false,,false,,false,0,0,0,0,13,-71,0,0,false,,true
445122,52,25389,20140506,62.00,,,460,1,2,1,false,false,false,,,,false,3,0,0,3,3,0,0,0,0,0,0,20140606,20140705,,62.00,0.00,20.67,0,-1,,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,38,1329.55,5,197.00,5,197.00,0,0.00,-30,,11,2,2,0,0,false,,,,,,,,,445122,true,false,24,2,19780723,,true,47,true,2,true,19770821,47,true,1,false,1,true,1,false,false,52,20111213,20140620,891,34,4619,,,false,20,47,true,20111101,1,850.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,,false,,false,47,true,6,,false,,false,47,true,,,false,,false,,false,0,0,0,0,13,-71,0,0,false,,true
445122,54,4044,20120903,99.00,,,143,1,2,1,false,false,false,,,,false,3,0,0,3,1,0,2,0,0,0,0,20121003,20121215,,99.00,0.00,33.00,5,13,,13,1.25,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,1,3,0,,,,,,,3,125.40,3,125.40,0,0.00,-8,,0,1,1,0,,false,,,,,,,,,445122,true,false,24,2,19780723,,true,47,true,2,true,19770821,47,true,1,false,1,true,1,false,false,52,20111213,20140620,891,34,4619,,,false,20,47,true,20111101,1,850.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,,false,,false,47,true,6,,false,,false,47,true,,,false,,false,,false,0,0,0,0,13,-71,0,0,false,,true
445122,54,6944,20140128,179.90,,,431,1,2,1,false,false,false,true,true,false,false,6,0,0,6,6,0,0,0,0,0,0,20140228,20140506,,179.90,0.00,29.98,0,-20,,-20,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,4,0,,,,,23,843.85,1,44.00,1,44.00,0,0.00,-24,,8,1,1,0,0,false,,,,,,,,,445122,true,false,24,2,19780723,,true,47,true,2,true,19770821,47,true,1,false,1,true,1,false,false,52,20111213,20140620,891,34,4619,,,false,20,47,true,20111101,1,850.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,,false,,false,47,true,6,,false,,false,47,true,,,false,,false,,false,0,0,0,0,13,-71,0,0,false,,true
445122,54,7171,20140305,210.00,,,448,1,2,1,false,true,false,true,true,false,false,4,0,0,4,3,0,1,0,0,0,0,20140405,20140512,,210.00,0.00,52.50,0,1,,1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,25,922.75,9,233.90,8,211.00,1,22.90,4,4,9,2,1,1,0,false,,,,,,,,,445122,true,false,24,2,19780723,,true,47,true,2,true,19770821,47,true,1,false,1,true,1,false,false,52,20111213,20140620,891,34,4619,,,false,20,47,true,20111101,1,850.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,,false,,false,47,true,6,,false,,false,47,true,,,false,,false,,false,0,0,0,0,13,-71,0,0,false,,true
445122,54,7268,20140310,159.90,,,448,1,2,1,false,true,false,true,true,false,false,5,0,0,5,5,0,0,0,0,0,0,20140410,20140705,,159.90,0.00,31.98,0,-4,,-4,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,,29,1025.65,9,341.00,9,341.00,0,0.00,-26,,9,3,3,0,0,false,,,,,,,,,445122,true,false,24,2,19780723,,true,47,true,2,true,19770821,47,true,1,false,1,true,1,false,false,52,20111213,20140620,891,34,4619,,,false,20,47,true,20111101,1,850.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,,false,,false,47,true,6,,false,,false,47,true,,,false,,false,,false,0,0,0,0,13,-71,0,0,false,,true
445122,54,7948,20140620,188.80,,,431,1,2,2,false,false,false,true,true,false,false,6,3,0,3,3,0,0,0,0,0,0,20140720,20140807,,188.80,0.00,31.47,0,-13,-71,-13,0.00,0.00,0.00,0.00,93.00,0,0,0,0,0,,,,,,,,,,42,1486.55,4,102.00,4,102.00,0,0.00,-16,,12,2,2,0,0,false,,,,,,,,,445122,true,false,24,2,19780723,,true,47,true,2,true,19770821,47,true,1,false,1,true,1,false,false,52,20111213,20140620,891,34,4619,,,false,20,47,true,20111101,1,850.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,,false,,false,47,true,6,,false,,false,47,true,,,false,,false,,false,0,0,0,0,13,-71,0,0,false,,true
445138,10181,215,20111213,348.50,,,74,1,1,1,false,false,false,true,true,false,false,3,0,0,3,0,1,2,0,0,0,0,20120113,20120323,,348.50,0.00,116.17,4,10,,10,3.13,0.00,2.32,0.00,0.00,0,0,0,0,1,0,0,0,0,0,,,,,,,,,0,0.00,,,,,0,,,,,false,,,,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,305,20120524,342.60,,,104,1,1,1,false,false,false,true,true,false,false,3,0,0,3,0,0,3,0,0,0,0,20120624,20120831,,342.60,0.00,114.20,5,7,,7,3.43,0.00,4.57,0.00,0.00,0,0,0,0,2,0,1,5,1,0,,,,,3,353.95,,,0,0.00,,,,,1,,,,4,false,0,0,2,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,383,20120831,293.50,,,104,1,1,1,true,false,false,true,true,false,false,3,0,0,3,0,2,1,0,0,0,0,20121001,20121203,,293.50,0.00,97.83,2,3,,3,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,6,704.55,,,0,0.00,,,,,2,,,,4,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,458,20121208,340.70,,,210,1,1,1,false,false,false,true,true,false,false,3,0,0,3,1,1,1,0,0,0,0,20130108,20130307,,340.70,0.00,113.57,0,1,,1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,9,998.05,,,0,0.00,,,,,3,,,,3,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,522,20130307,400.00,,,211,1,1,1,false,false,false,true,true,false,false,3,0,0,3,0,0,3,0,0,0,0,20130407,20130615,,400.00,0.00,133.33,5,8,,8,3.85,0.00,5.32,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,12,1338.75,,,0,0.00,,,,,4,,,,3,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,584,20130511,45.90,,,209,1,1,1,false,false,false,true,true,false,false,2,0,0,2,1,0,1,0,0,0,0,20130611,20130624,,45.90,0.00,22.95,0,4,,4,0.21,0.00,0.48,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,14,1609.56,1,133.00,1,133.00,0,0.00,-27,,4,1,1,0,3,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,623,20130624,200.00,,,209,1,1,1,false,false,false,true,true,false,false,3,0,0,3,1,1,1,0,0,0,0,20130724,20130923,,200.00,0.00,66.67,3,9,,9,1.58,0.00,1.32,0.00,0.00,0,0,0,0,0,,,,,,,,,,17,1794.50,,,0,0.00,,,,,6,,,,2,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,626,20130625,347.50,,,210,1,1,1,false,false,false,true,true,false,false,3,0,0,3,2,0,1,0,0,0,0,20130725,20130923,,347.50,0.00,115.83,2,8,,8,2.42,0.00,2.30,0.00,0.00,0,0,0,0,0,,,,,,,,,,17,1794.50,3,200.00,3,200.00,0,0.00,-29,,6,1,1,0,2,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,720,20130923,173.80,,,209,1,1,1,false,false,false,true,,,false,3,0,0,3,2,0,1,0,0,0,0,20131023,20131221,,173.80,0.00,57.93,0,5,,5,0.90,0.00,1.20,0.00,0.00,0,0,0,0,0,,,,,,,,,,23,2349.62,,,0,0.00,,,,,8,,,,2,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,787,20131119,643.00,,,212,1,1,1,false,false,false,true,true,false,false,4,0,0,4,0,0,4,0,0,0,0,20131219,20140325,,691.92,48.92,172.98,4,6,,6,5.68,0.00,6.88,0.00,0.00,0,0,0,0,0,,,,,,,,,,25,2468.51,1,57.00,1,57.00,0,0.00,-34,,8,1,1,0,2,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,935,20140325,430.30,,,211,1,1,1,false,false,true,true,true,,false,3,0,0,3,1,0,2,0,0,0,0,20140425,20140704,,430.30,0.00,143.43,5,9,,9,7.29,0.00,5.72,0.00,0.00,0,0,0,0,0,,,,,,,,,,30,3229.99,,,0,0.00,,,,,10,,,,2,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445138,10181,1088,20140806,821.20,,,603,1,1,2,false,false,false,,,,false,4,4,0,0,0,0,0,0,0,0,0,20140906,,,883.72,62.52,220.93,,-27,-27,,,,,,883.72,0,0,0,0,0,,,,,,,,,,33,3673.30,,,0,0.00,,,,,11,,,,2,false,0,0,4,,,,,,445138,true,false,24,2,19590803,,false,41,true,4,false,,,false,0,false,1,true,1,false,false,10000,20111213,20140602,813,34,2853,2853,20,false,69,41,false,,1,1250.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,6,,false,,false,41,true,,,false,,false,,false,0,4,0,0,10,-27,0,0,true,20140325,true
445153,15039,464,20111213,29.99,,,67,1,1,1,false,false,false,true,true,false,false,1,0,0,1,1,0,0,0,0,0,0,20120113,20120110,,31.49,1.50,31.49,0,-3,,-3,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0.00,,,,,0,,,,,false,,,,,,,,,445153,true,true,16,2,19400806,42,true,,false,4,false,,,false,0,false,0,true,5,false,false,15039,20111213,20140210,840,34,3035,3132,4,false,69,,false,,1,545.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,42,true,3,42,true,,false,,false,,,false,,false,,false,0,0,0,0,12,,0,0,true,20130715,true
445153,15039,1725,20120516,60.21,,,67,1,1,1,false,false,false,true,true,false,false,3,0,0,3,3,0,0,0,0,0,0,20120616,20120809,,64.71,4.50,21.57,0,-5,,-5,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,1,31.49,,,0,0.00,,,,,1,,,,0,false,,,,,,,,,445153,true,true,16,2,19400806,42,true,,false,4,false,,,false,0,false,0,true,5,false,false,15039,20111213,20140210,840,34,3035,3132,4,false,69,,false,,1,545.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,42,true,3,42,true,,false,,false,,,false,,false,,false,0,0,0,0,12,,0,0,true,20130715,true
445153,15039,1984,20120611,59.99,,,124,1,1,1,false,false,false,true,true,false,false,3,0,0,3,2,1,0,0,0,0,0,20120711,20120903,,64.50,4.51,21.50,0,0,,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,2,54.20,2,42.00,2,42.00,0,0.00,-35,,1,1,1,0,0,false,,,,,,,,,445153,true,true,16,2,19400806,42,true,,false,4,false,,,false,0,false,0,true,5,false,false,15039,20111213,20140210,840,34,3035,3132,4,false,69,,false,,1,545.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,42,true,3,42,true,,false,,false,,,false,,false,,false,0,0,0,0,12,,0,0,true,20130715,true
445153,15039,2797,20120903,173.90,,,269,1,1,1,false,false,false,true,true,false,false,4,0,0,4,0,0,4,0,0,0,0,20121003,20130115,,179.92,6.02,44.98,9,12,,12,4.15,0.00,3.60,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,7,160.70,,,0,0.00,,,,,3,,,,0,false,,,,,,,,,445153,true,true,16,2,19400806,42,true,,false,4,false,,,false,0,false,0,true,5,false,false,15039,20111213,20140210,840,34,3035,3132,4,false,69,,false,,1,545.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,42,true,3,42,true,,false,,false,,,false,,false,,false,0,0,0,0,12,,0,0,true,20130715,true
445153,15039,5056,20130424,102.95,,,269,1,1,1,false,false,false,true,true,false,false,5,0,0,5,5,0,0,0,0,0,0,20130524,20130909,,110.45,7.50,22.09,0,-7,,-7,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,11,348.36,,,0,0.00,,,,,4,,,,0,false,,,,,,,,,445153,true,true,16,2,19400806,42,true,,false,4,false,,,false,0,false,0,true,5,false,false,15039,20111213,20140210,840,34,3035,3132,4,false,69,,false,,1,545.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,42,true,3,42,true,,false,,false,,,false,,false,,false,0,0,0,0,12,,0,0,true,20130715,true
445153,15039,6017,20130715,99.99,,,269,1,1,1,false,false,true,true,true,,false,5,0,0,5,4,1,0,0,0,0,0,20130815,20131209,,107.50,7.51,21.50,0,0,,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,14,414.81,2,44.00,2,44.00,0,0.00,-40,,4,1,1,0,0,false,,,,,,,,,445153,true,true,16,2,19400806,42,true,,false,4,false,,,false,0,false,0,true,5,false,false,15039,20111213,20140210,840,34,3035,3132,4,false,69,,false,,1,545.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,42,true,3,42,true,,false,,false,,,false,,false,,false,0,0,0,0,12,,0,0,true,20130715,true
445153,15039,6221,20130729,148.50,,,269,1,1,1,false,false,true,true,true,,false,8,0,0,8,8,0,0,0,0,0,0,20130829,20140315,,160.48,11.98,20.06,0,-14,,-14,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,14,414.81,7,151.50,7,151.50,0,0.00,-17,,4,2,2,0,0,false,,,,,,,,,445153,true,true,16,2,19400806,42,true,,false,4,false,,,false,0,false,0,true,5,false,false,15039,20111213,20140210,840,34,3035,3132,4,false,69,,false,,1,545.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,42,true,3,42,true,,false,,false,,,false,,false,,false,0,0,0,0,12,,0,0,true,20130715,true
445153,15039,7881,20131209,49.99,,,269,1,1,1,false,false,true,true,true,,false,1,0,0,1,0,0,1,0,0,0,0,20140109,20140113,,51.49,1.50,51.49,4,4,,4,0.62,0.00,1.03,0.00,0.00,0,0,0,0,0,,,,,,,,,,26,666.79,3,60.00,3,60.00,0,0.00,-51,,6,1,1,0,0,false,,,,,,,,,445153,true,true,16,2,19400806,42,true,,false,4,false,,,false,0,false,0,true,5,false,false,15039,20111213,20140210,840,34,3035,3132,4,false,69,,false,,1,545.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,3,,false,,false,42,true,3,42,true,,false,,false,,,false,,false,,false,0,0,0,0,12,,0,0,true,20130715,true
445156,151,32936,20111213,309.39,,,2,1,2,1,false,false,false,true,true,false,false,4,0,0,4,4,0,0,0,0,0,0,20120113,20120403,,309.39,0.00,77.35,0,-3,,-3,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0.00,,,,,0,,,,,false,,,,,,,,,445156,true,false,24,2,19900606,,false,49,true,1,false,,,false,0,true,1,true,2,false,false,147,20111213,20130423,897,34,4424,4503,1,false,64,49,true,20110902,1,910.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,49,true,,false,,false,15,,false,,false,49,true,,,false,,false,,false,0,0,0,0,-3,,0,0,false,,true
445158,159,3051,20111213,52.00,,,145,1,1,1,false,false,false,true,true,false,false,2,0,0,2,1,0,1,0,0,0,0,20120113,20120127,,52.00,0.00,26.00,0,14,,14,0.83,0.00,0.52,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0.00,,,,,0,,,,,false,,,,,,,,,445158,true,false,24,2,19630219,,false,49,true,2,true,19620523,,false,1,false,1,false,1,false,false,159,20111213,20111213,885,42,4605,4605,,false,68,,false,,1,700.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,12,,false,,false,49,true,13,,false,,false,49,true,,,false,,false,,false,0,1,0,0,14,,0,0,false,,true
445166,180,3508,20111213,218.50,,,145,1,1,1,false,false,false,true,true,false,false,4,0,0,4,1,0,3,3,2,0,0,20120113,20120601,,218.50,0.00,54.63,23,49,,49,14.32,0.00,3.24,0.00,0.00,0,0,0,0,2,0,0,0,0,0,,,,,,,,,0,0.00,,,,,0,,,,,false,,,,,,,,,445166,true,false,24,2,19920321,,false,49,true,1,false,,,false,0,false,1,true,1,false,false,149,20111213,20121201,897,34,4424,4033,1,false,77,49,true,20110601,1,790.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,12,,false,,false,49,true,14,,false,,false,49,true,,,false,,false,,false,0,0,7,3,54,,0,0,false,,true
445166,180,5807,20120801,85.50,,,146,1,1,1,true,false,false,,,,false,2,0,0,2,0,0,2,2,2,0,0,20120910,20121203,,85.50,0.00,42.75,42,54,,54,8.17,0.00,1.71,0.00,0.00,0,0,0,0,2,0,0,0,7,0,,,,,4,236.06,,,0,0.00,,,,,1,,,,23,false,5,2,0,,,,,,445166,true,false,24,2,19920321,,false,49,true,1,false,,,false,0,false,1,true,1,false,false,149,20111213,20121201,897,34,4424,4033,1,false,77,49,true,20110601,1,790.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,12,,false,,false,49,true,14,,false,,false,49,true,,,false,,false,,false,0,0,7,3,54,,0,0,false,,true
445207,301,3165,20111213,14.45,,,141,1,1,1,false,true,false,true,true,true,false,1,0,0,1,1,0,0,0,0,0,0,20120113,20111229,,14.45,0.00,14.45,0,-15,,-15,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,12,,,,,,,,,0,0.00,,,,,0,,,,,false,,,,,,,,,445207,true,false,24,1,19671118,49,true,,true,5,false,,,false,0,false,1,true,1,false,false,301,20111213,20140801,885,34,4428,4428,,false,70,49,true,20000201,1,2000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,,false,,false,49,true,6,49,true,,false,49,false,,,false,,false,,false,0,0,3,0,38,38,0,0,false,,true
445207,301,4815,20120716,96.91,,,141,1,1,1,false,true,false,false,,,false,2,0,0,2,1,0,1,1,0,0,0,20120816,20120831,,96.91,0.00,48.46,0,15,,15,1.57,0.00,0.98,0.00,0.00,0,0,0,0,1,0,0,0,0,12,9430.20,20080307,20110621,3188.64,1,14.45,,,0,0.00,,,,,1,,,,0,false,,,,,,,,,445207,true,false,24,1,19671118,49,true,,true,5,false,,,false,0,false,1,true,1,false,false,301,20111213,20140801,885,34,4428,4428,,false,70,49,true,20000201,1,2000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,,false,,false,49,true,6,49,true,,false,49,false,,,false,,false,,false,0,0,3,0,38,38,0,0,false,,true
445207,301,12433,20140503,476.63,,,432,1,1,3,false,true,false,true,true,false,false,3,1,1,2,1,0,1,0,0,0,0,20140603,20140801,,476.63,0.00,158.88,13,38,38,4,0.00,0.00,0.00,0.00,158.00,0,0,0,0,1,0,0,0,2,2,3252.14,20120921,20130221,3188.64,3,113.91,,,0,0.00,,,,,2,,,,0,false,0,0,0,,,,,,445207,true,false,24,1,19671118,49,true,,true,5,false,,,false,0,false,1,true,1,false,false,301,20111213,20140801,885,34,4428,4428,,false,70,49,true,20000201,1,2000.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,,false,,false,49,true,6,49,true,,false,49,false,,,false,,false,,false,0,0,3,0,38,38,0,0,false,,true
