;faturado;valor_entrada;qtd_parcelas;valor_financiado;valor_parcela;mda;qtd_consultas_ate15dias;qtd_consultas_ate60dias;qtd_registros;qtd_contratos_quitados_cliente;qtd_contratos_abertos_cliente;media_atraso_cliente;sexo;idade;tel_fixo;estado_civil;dependentes;veiculo;veiculo_financiado;moradia;anos_residencia;ocupacao;telefone_comercial;anos_empresa;salario;mda_cliente
493;259.8;;5;259.8;51.96;2;;;;36;10.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
494;19.9;;2;19.9;9.95;3;;;;38;9.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
495;359.0;;6;359.0;59.83;65;;;;43;6.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
496;149.7;;5;149.7;29.94;65;;;;45;5.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
497;54.9;;3;54.9;18.3;65;;;;48;4.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
498;129.9;;5;129.9;25.98;65;;;;48;5.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
499;291.9;;6;291.9;48.65;4;;;;54;;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
500;85.0;;6;85.0;14.17;4;;;;54;1.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
501;239.9;;6;239.9;39.98;-1;;;;54;2.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
502;89.9;;5;89.9;17.98;-8;;;;54;3.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
503;104.9;;6;104.9;17.48;-1;;;;54;4.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
504;499.6;;6;499.6;83.27;-17;;;;54;5.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
505;188.8;;5;188.8;37.76;-4;;;;60;;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
506;298.9;;6;298.9;49.82;2;;;;60;1.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
507;244.8;;6;244.8;40.8;2;;;;60;2.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
508;288.6;;6;288.6;48.1;-5;;;;60;3.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
509;31.1;;4;31.1;7.78;-5;;;;60;4.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
510;347.7;;5;347.7;69.54;-56;;;;60;5.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
511;139.4;;4;139.4;34.85;-8;0.0;0.0;0.0;31;;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
512;281.19;;6;281.19;46.87;3;;;;38;10.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
513;271.19;;6;276.12;46.02;34;;;;47;4.0;0.0;1;26;True;1;0.0;1.0;True;4.0;19.0;76.0;True;6;850.0;65
514;23.0;;1;25.15;25.15;5;0.0;0.0;0.0;0;;;2;28;False;5;0.0;0.0;True;2.0;2.0;20.0;True;7;1200.0;34
515;138.0;;5;145.85;29.17;34;1.0;1.0;0.0;1;;5.0;2;28;False;5;0.0;0.0;True;2.0;2.0;20.0;True;7;1200.0;34
516;261.4;;3;261.4;87.13;16;0.0;0.0;0.0;0;;;2;36;True;2;2.0;1.0;True;1.0;23.0;77.0;True;6;1139.71;16
517;60.0;;1;60.0;60.0;14;0.0;0.0;0.0;0;1.0;;2;36;True;2;2.0;1.0;True;1.0;23.0;77.0;True;6;1139.71;16
518;69.9;;2;69.9;34.95;14;0.0;0.0;2.0;2;;7.0;2;36;True;2;2.0;1.0;True;1.0;23.0;77.0;True;6;1139.71;16
519;247.4;;3;247.4;82.47;14;0.0;0.0;0.0;3;;5.0;2;36;True;2;2.0;1.0;True;1.0;23.0;77.0;True;6;1139.71;16
520;52.0;;1;52.0;52.0;-21;0.0;0.0;1.0;4;;7.0;2;36;True;2;2.0;1.0;True;1.0;23.0;77.0;True;6;1139.71;16
521;124.7;;2;124.7;62.35;-18;0.0;0.0;1.0;5;;4.0;2;36;True;2;2.0;1.0;True;1.0;23.0;77.0;True;6;1139.71;16
522;149.9;;2;149.9;74.95;-29;0.0;0.0;1.0;5;1.0;2.0;2;36;True;2;2.0;1.0;True;1.0;23.0;77.0;True;6;1139.71;16
523;77.04;;3;77.04;25.68;-1;0.0;0.0;0.0;0;;;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
524;42.0;;2;42.0;21.0;-7;0.0;0.0;0.0;0;1.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
525;39.59;;2;39.59;19.8;-1;0.0;0.0;0.0;0;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
526;89.76;;3;89.76;29.92;-6;0.0;0.0;0.0;2;1.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
527;242.77;;6;242.77;40.46;-1;0.0;0.0;0.0;3;1.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
528;221.49;;5;221.49;44.3;1;0.0;0.0;0.0;4;1.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
529;190.95;;5;190.95;38.19;-3;0.0;0.0;0.0;4;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
530;118.0;;3;118.0;39.33;2;;;;5;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
531;115.5;;3;115.5;38.5;0;;;;6;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
532;165.83;;4;165.83;41.46;5;;;;7;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
533;136.5;;4;136.5;34.13;0;;;;9;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
534;44.0;;2;44.0;22.0;0;;;;9;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
535;82.5;;3;82.5;27.5;1;;;;10;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
536;170.5;;4;170.5;42.63;0;;;;12;1.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
537;300.0;;6;309.0;51.5;1;;;;13;1.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
538;168.8;;4;169.92;42.48;0;;;;13;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
539;46.2;;2;46.2;23.1;-3;;;;14;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
540;220.0;;6;229.02;38.17;2;;;;14;3.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
541;185.0;;5;192.5;38.5;2;;;;16;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
542;137.5;;3;137.5;45.83;-3;;;;17;2.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
543;110.0;;3;110.0;36.67;0;;;;17;3.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
544;446.0;;6;454.98;75.83;-2;;;;20;1.0;0.0;2;43;True;1;1.0;0.0;True;2.0;2.0;66.0;True;0;545.0;5
545;266.91;;10;281.9;28.19;47;0.0;0.0;0.0;0;;;1;73;False;4;0.0;0.0;True;1.0;5.0;68.0;False;0;622.0;53
546;102.97;;5;110.45;22.09;9;0.0;0.0;0.0;0;1.0;;1;73;False;4;0.0;0.0;True;1.0;5.0;68.0;False;0;622.0;53
547;359.99;;10;375.0;37.5;53;0.0;0.0;0.0;0;2.0;3.0;1;73;False;4;0.0;0.0;True;1.0;5.0;68.0;False;0;622.0;53
548;366.88;;10;381.9;38.19;50;;;;2;1.0;12.0;1;73;False;4;0.0;0.0;True;1.0;5.0;68.0;False;0;622.0;53
549;359.92;;5;367.4;73.48;-3;0.0;0.0;0.0;0;;;1;70;True;2;0.0;0.0;True;5.0;5.0;68.0;False;6;4140.0;412
550;720.95;;10;736.0;73.6;0;0.0;0.0;1.0;1;;0.0;1;70;True;2;0.0;0.0;True;5.0;5.0;68.0;False;6;4140.0;412
551;923.98;;10;939.0;93.9;412;0.0;0.0;0.0;1;1.0;0.0;1;70;True;2;0.0;0.0;True;5.0;5.0;68.0;False;6;4140.0;412
552;419.44;;5;426.95;85.39;815;0.0;0.0;0.0;0;;;2;55;True;2;0.0;0.0;True;1.0;2.0;107.0;True;0;750.0;815
553;134.99;;3;140.37;46.79;27;0.0;0.0;0.0;0;;;1;32;False;1;0.0;0.0;True;1.0;23.0;76.0;True;7;745.0;27
554;40.0;;1;40.0;40.0;2;0.0;3.0;0.0;1;;11.0;1;32;False;1;0.0;0.0;True;1.0;23.0;76.0;True;7;745.0;27
